year,filename,clean_text
1953,1953_RedNational-0034.txt,february tuesday 317 day day shrove tuesday maril cuss als fe la come cold snowy bud woke sickso stayed bed dr. came see john gave shot penicillian went school left bath johnbud bed asleep got home slept till 3 tate read paper washed tried pressed things talked phone lot j.bkerm called wrote letters 3 bruary wednesday 316 days come ash wednesday cold snowy boys still sick bud still fever john better ironed redd house bill fumack came graded samplers washed hair shower bed pr
1953,1953_RedNational-0035.txt,thursday s. bruary 315 day come 359th day thowing warmer boys feeling better n't go much afternoon slept couple hours john ate watched t.v played john got bed fairly early friday 3 ebruary 14 day come 359th day buddyjohn napped house work got home noon took john dr. seems fine hope lasts awhile went franklinsjohn first sads proud tried non chalont cute buddy red bed early
1953,1953_RedNational-0036.txt,saturday 3 bruary 32nd 313 day day come cold dreary day n't get around early buddy home baked pies freeze ne entertained john sas around watched f. ate read till late 's feeling better john fine sunday 2 february 312 day day george washinston bom 1133 -- sunday lent come bed till late us john early breakfast back sme lovely day went rial see harveys new house came cocktails later n't stay long bud tired beat went bed 8:30 graded test papers till 1
1953,1953_RedNational-0037.txt,monday 1 february 311 day come 359th day bud bed till noon lovely sunny day john walked marilyns lunch bud went office tried wash john would n't nap afraid washer bud brought pink home train station stopped dr. shot pencillian ment bed 8 february tuesday 310 days come st. matthias 359th day finished oads ends sewing john played outside marilyndavid went shopping noble edbuddy lounged evening
1953,1953_RedNational-0038.txt,wednesday 3 february 309 days come ember day 359th day lovely day crisp sunny john played afternoon mended sewed afternoon watched tv played johnbuddy still kind tired end day still bland diet real late school thursday 3 january 308 day 57th come day nice day windy john napped sewed washed ironed redd house little john sniffling went ruths bridge nice time got home mit might
1953,1953_RedNational-0039.txt,friday february 307 days 359th day ember day come snowy one minute snow rain kept got late tear get school time cleaned house little packed lunch packed car john slept left bryan around pinkjohn cold right got home good ate supper dick came stayed little pink visited golks awhile john night coughing sounds like croup february saturday 2 205 day come ember day 24th day sleepy day john crabby judy steviecarol jean great came barb called visited took kids home saw giles claricebud meeting board directors afternoon pinkdick back george home eva gaye s.s
1953,1953_RedNational-0040.txt,march sunday 305 day 359th day come sunday lent slept little later john better helped get dinner grandmagrandpa musser came dinner packed left 5:15 tore right home pinked stopped supper us unpacked read paper budpink home got bed early watched tv couse monday 29 march 294 day come tesas independence day 359th day johns cold good slept good afternoon washed dried ironed nice
1953,1953_RedNational-0041.txt,tuesday march 30 days 24th day come johns cold worse started giving midecine ever could n't rest uncomportable bud busy trying general imp case tired got home wednesday 29 march 308 day 63rd come day johnnys cold pretty bad slept afternoon sewed watched t.v bud report thes big general implement case got home late school
1953,1953_RedNational-0042.txt,march thursday 30 day come 359th day mrs. unger came watch john 's little better sewed baked pies cookies put freezer called nom asked come stay john mest week bud worked till 30 30 sal got bed late friday 2 march 300 days come style show school left johnmr fraser seems better still head full sewed read watched t.v called pinkjohn tomorrow go pittshurg bed redding bud got home early catching cold went noble shop snowed like mad
1953,1953_RedNational-0043.txt,3 march saturday 299 day come 359th day cleaned house a.m bud home cold got noon went pinkdick stayed john left pittsburg beautiful sunny mild day nice drive.b nice apt bud sick cold sat around visited watch ed t.v started snow kept night sunday march 298 day 3rd sunday lent come slept late visited watched snow dinner left home 2:30 roads pretty bad e. liverpool better hard driving way cold doom felt real dumpy blue got pinks 6 picked john went termin mom waited 6:30 train enroad could n't find 'd gotten 6 waiting prospict intrance finally found came home every bady tired ate went bed early
1953,1953_RedNational-0044.txt,monday 29 march 297 359th day come john slept late feeling better dready bud home sick day though mom watched wash dry iron john slept afternoon buded came entertain bud reoused soreal worked johns photograph allum tuesday 3 march 296 day come waslept play bud still sick home till noon stopped way home school shopped little bud call id 3 asked come town get stopped hayden shop little got vitamin hills visited watched tv aled federal income tax report last vear estimated declaration vear
1953,1953_RedNational-0045.txt,march wednesday 295 day come day warmer nice john seems better dies bud straxed border kitchen mother cleaned cupboards scrubbed kitchen drove see ess house looks swell stopped rapid picked bud john good time came home watched t.v till late thursday 29 march 294 day come 24th day lovely warm sunny day heard mr. harveys grandm last night went belle harris get dadmother cleaned whole house got home got lunch sewed mothers dresses packed took mom train station 3:30 left 4 stopped shop hayden finished kitchen work went bud laid supper took bath set table made coffee girls came bridge bud went ed got home 12:30 pauline stayed helped dishes vely nice got bed late
1953,1953_RedNational-0046.txt,friday 29 march 293 day come 359th day warm spring john went nuisery school picked lunch house cleaned read sewed visited mrs. frase awhil tued get john nap luck broke belt sewing machine mator bud n't get home till 7:30 ate late watched t.v read went bed early 29 march saturday 292 day come nice day bud went office early n't get home till 4 o'clock called tess pauline martha called sewed redd house washed dried clothes got hind warter beef look lusious wrapped got dinner lee patty came ate late visited helped tess fit jumpers watched t.v left fairly early federal income repor got estimated declaration vear must filed day
1953,1953_RedNational-0047.txt,sunday 3 march 2970 come 359th day 4th sunday lent rainy sunny alternately worked yard little read paper redd base ment 112ll bones dinner papicce john napped afternoon watched tv answerd phone calls washer one came course watched late movie like dops got bed late bud tried make milk shake using mixer gammed beated march monday 290 day come 359th day dull damp also kind cold took iron mixer fixed center mayfield napped sewed marilyn called said molly chicken pop shes mixed bud n't come home till 11 o'clock wrote letters played john
1953,1953_RedNational-0048.txt,sunday march 291 days come 4th sunday lent rainy sunny alternately worked yard little read paper redd base ment 112 bones dinner papicce john napped afternoon watched tv answerad phone calls washer one came course watched late movie like dops got bed late bud tried make milk shake using mixer gammed beatess monday 29 march 290 day come dull damp also kind cold took iron mixer fixed center mayould john napped sewed marilyn called said molly chicken pof shes mixed bud n't come home till 11 o'clock wrote letters played john
1953,1953_RedNational-0049.txt,tuesday march 289 day st. patricks day come lovely sunny spring day shopping noble worked outside afternoon john ran marilyn nearly went crary trying find mrs mille brought home napped 4:30 till 7.s picked bud 7:30 watched t.v dishes put john bed read paper went bed selves 3 march wednesday 288 day come 24th day damp gloomy easy day school put john right bed pretty tired washed redd house little sewed
1953,1953_RedNational-0050.txt,thursday 2 st. joseph march 2970 come friday 29 march 286 day come soring 359th day
1953,1953_RedNational-0051.txt,saturday 29 march 285 day come beautiful day house work a.m. bud office spent afternoon washing car working yard john slept 4 hours g.b called 7 said liffen new pontial would stay night cleaning daking watched t.v visited got sunday 29 march 284 day pession day come fairly early john saw breakfast went ride new pontial stopped get pink went foltzs visit came back dinner j.broney left early dishes sewed visited budpink home supper
1953,1953_RedNational-0052.txt,monday 29 march 24th day 283 days come average day ironed redd house watched t.v evening john coming another cold tuesday 29 march 282 day 24th day come nice weather stopped shop way home school john napped went aunt pinks went piaga party home room mayfield hts picked budjohn lot stuff pinks wants take home
1953,1953_RedNational-0053.txt,wednesday 29 march 281 day come annunclation b. v. mary day bud home late class went monticells preshatery church pick visited phone mrs mills girl named patricia ann last night watched t.v thursday 29 march 280 day come day busy day cold good pretty rotten bud sick though sewed mended went bridge club wasty weather snowy rain together cold went huron rd hospital visit marilynjohn stayed mrs. mills
1953,1953_RedNational-0054.txt,march friday 2 279 day come stay eary day school came home sewed redd little edbud home stayed cocktails got john bed went hts band orchestra concert david stayed john got home late saturday 8 march 278 day come 359th day cleaned house good sewed little washed dried bonnie hes venar came ask walk prince mon went get groceries john new snoes went foltzs supper evening came home quite late john tired patty scratched face unhappy r
1953,1953_RedNational-0055.txt,1953 sunday 29 march 359th day palm sunday come nice day snoozed late read paper redd house baked coconut cream pie graham cracker crust got cleaned holts came supper couple came bought washer thank heaven holts stayed quite late 1953 monday 29 march 359th day monday holy week come cold gloomy read paper redd house little went walk princey mrs. venar went center mayfield picked mixer johns record belle harris candy noblefishers get marilyns baby carter dress back home cleaning mending got cleaned went walk prince went town left john buds office went shopping got wallpaper paint much else dinner jaysons late called mom say would n't home henrys coming dinner
1953,1953_RedNational-0056.txt,tuesday march 275 da come 359th day tuesday holy week come sunny cool ironed wrote letters cards played john stirred cookies baked bolls john slept like anged after- noon mended sew things watched t.v got bed fairly early wednesday april 224 day day wednesday holy week come rainy nasty day sewed day phent paper delivered bud home late washed set hair watched t.v dishes read paper bath bed fairly early
1953,1953_RedNational-0057.txt,thursday 6 april 32nd 273 day maundy thursday day come nicer today wrote letters sewed washed john good enjoy much walked marilyns late afternoon saw new doughter 's real sweet n't stay long bud got home fixed curried shrimp ed stopped awhile visit bud read wrote letters friday 5 april 272 day come good friday 359th day sewed baked cookies started cleaning bud home early went shopping noble sears order came bud put new stair treads looks real nice malmsteads drapped awhile nice visit bro't records john
1953,1953_RedNational-0058.txt,saturday april 271 day day easter even come bud went office cleaned sewed calored eggs got easter stuff watched t.v played john cleaned basement little bud lot help got bed late baked angel food cake ete sunday april 3 270 day easter day come 359th john early fun watching play easter things foir weather kind cool sunny cleaned cooked day bud helped henryhelene came dinner dishes visited watched t.v ed stopped awhile
1953,1953_RedNational-0059.txt,april monday 269 day come 359th day kind gloomy dull till noon sunny cold work went town shopped picked pink train station came home ate supper together watched t.v budpink home 10 tired tuined early tuesday april 268 days come 359th day stopped see ruth came home sewed redd washed upholsterer come n't watched t.v ironing bud feel siners head offee ing wer henry called asked us tomorrow night celebrate helenes birth day
1953,1953_RedNational-0060.txt,helenebirth wednesday april 359th day 261 day come sunny cool sewed redd house fixed food pinkjohn played awhile picture taken bonnie venar friend came observe john play took along get pink stayed went meet budskaker dinner stouffers henryhelene went play house real nice time ary thursday 2 266 day come 359th day beautiful day got school hall way early shopped noble coming home stood outside visited afternoon mrs mrs thomas played good time bud home early ride marm gert sprained leg tore ligament car went ninister stoppedy badstorm bridge le time left bud waited doll
1953,1953_RedNational-0061.txt,friday 5 april 265 day 100 come day cold rainy windy almost late school came home put hair rested john got lunch tonk got dressed took john pinks leave got town 6:30 ate visited danced good time got home midnight john good gold tes bed saturday april 264 day 1918 come day sunny plenty cool john played outside day bud home 2:30 cleaned house played pians got lunch worked outside afternoon bud worked drier went foucet sat around evening watched t.v got bed early kind flu attack n't feel good
1953,1953_RedNational-0062.txt,sunday april 102nd 263 days day 18 sunday easter come dull rainy took bud statler catch limosing airport malmstead along came home redd things read paper bud called 2 o'clock john slept after- noon talked gertpink came dinner washed dried watched t.v sewed got bed late went church concert saw doc frasers went along john stayed dowd april monday 3 103rd 262 day thomas jefferson-born 1743 come day got schooleally raining like mad john sore called dr got medicne slept afternoon cooked redd sewed wrote letters pink came supper time sewed visited washed hair
1953,1953_RedNational-0063.txt,tuesday april 261 day 104th day come pan american day got around kind late bud called 8- got o.k sunny nice day came home school made salad baked pie sewed redd shopped picked john went town bud 4 came back talked snooched johnbud bro't ukelele time singing doggie window went camerons supper visited played boys got home fairly early wrote letters watched t.v wednesday 5 april 260 day 105th come day weather getting colder windy rainy night sewed napped john fixed big supper bud home late class watched t.v got bed late stopped see marilyn afternoon looks bad
1953,1953_RedNational-0064.txt,thursday apri 10th 259 day day come snowing way school nasty cold forenoon cleared afternoon sunny warmer late afternoon bud home early washed dried sewed went wild goose chose party thats nest week came home stopped see pink ate watched t.v appraiser bank see loan friday 3 april 109 258 day come day snowy cold made roads sluchy tore home school cleaned packed picked pinkbud 15 till 4 made fair time home snack milan good way n't sleep got home 8:30 folks went hicksville dick came ate visited folks came soon pink left way visited till late paid dad loon seems pleased wect news faith sam rocks bay cankinsa could n't sleep well
1953,1953_RedNational-0065.txt,saturday 2april 359th day 257 day come john bright early snoozed little went grandma buddad went see mr. salesbury bank price visit john fun dog shed chose leck 'd squeel dear life dinner called barbjohn would n't nap went visit great spilled powder dresser mutt put bed early helped uncle geo get dressed go dinner dance b.g bartroby came visited went flomings defiance bed late april sunday 256 day 10 day pablots day ass mc.32nd sunday easter come got john helped mother got around went s.s. folks bud slept got dinner great grandma came got packed pinkdick came donna fritz stopped visited got started home 3 o'clock snovie part way got 30 took pink home stopped rondines spaghette watched tv read paper watched snow storm 2 4 snow fell
1953,1953_RedNational-0066.txt,monday 2 april 110th 255 day day come nasty cold snowy gloomy played side got wet snow sloppy slept afternoon 2:30 s. sewed washed hair johns clothes watched tv buded came spent part evening tuesday april 254 day 111th come day warmer still spring got around late rush n't feel hot got home rested sewed graded papers played johnbud came home kind late chicken dinner watched t.v bud measure skirt brown dress john let wash hair bowl cute
1953,1953_RedNational-0067.txt,wednesday 2 april 359th day 253 day come sort warm sticky day easy day school lunch harrictdorothy cafeteria came home sewed mended john kind grumpy got dressed took aunt pinks dashed town pick bud school ate dinner stouffers steak went see julick wonderful really bed john feverish got pinks tea home expect john getting chickin pop thursday 35 april 252 day 119th come day john fussy n't go school cause felt rotten cold flu guess cut couple dresses john finally poke 5 o'clock new n't sick upholsterer came fix savenport cussions went bridge pauling felt rotten got home johns fever 103 fussy nearly air night
1953,1953_RedNational-0068.txt,friday 2 april 114th 251 day day come john breaking 's really chicken pop cold hes pretty sick n't go school john nap n't sleep well night stayed home watched t.v saturday 6 april 230 day 115th come st mark evangelist day john bad could n't rest sleep night coughed hose stopped scratched surely covered big ones hair rest back watched t.v washed ironed ack came home
1953,1953_RedNational-0069.txt,sunday 2 april 176t 249 day 3rd sunday easter come day john slept late sacked john fussy coughs hard wo n't eat got fevel called dr. went medicine keep itching watched t.v read monday 25 ary 248 day 117th day come u.s. grant-born 1822 john fever real grouchy stayed home played fussed day watched t.v cold better tore border rest kitchen
1953,1953_RedNational-0070.txt,tuesday 3 april 149th day 247 day come went back school bud went mrs. shifle stay john 's better dres n't itch much napped afternoon sewed bud painted supper kitchen looks really nice like green wednesday 25 april 266 day 359th day come johnmrs shiller stayed left school early get home 12 noon john slept well afternoon sewed mended watched t.v bud home late went school
1953,1953_RedNational-0071.txt,thursday 6 apri 190t 245 day come day johnmrs shile stayed nice day sewed started get things redd washed bunch stuff touch painting painted picture fromes kitchen stool may 148 friday 244 day 1218 come st. phillp st. james day beautiful day mrs. shifle still john 's almost pap clean ing cooking john napped went shaker jo hugh picked pink stayed john shopping came home helped clean get supper around bud came home late got ride ed came back supper visited dickroney mom got midnight ate visited got bed late
1953,1953_RedNational-0072.txt,saturday 29 may 122nd 243 day day come nice day still chilly though got around fairly early johngrandm breakfast went sears shop roney bed till 1 o'clock came home fixed lunch worked yard used new mower planted pansies wed bought lee clent stopped j.b. came pitisburg got dinner visited watched t.v framed pictures john clothes sunday 29 may 249 day 123rd come 4th sunday easter day sunny nice n't get early mom played john got breakfast roneyj.b budmom went church got dinner dick pink came dishes tried nap john washed batch clothes packed johns suitcase went home grandma rested awhile j.b left went foltzs got sick daped went see show came back tessers snack got home late
1953,1953_RedNational-0073.txt,monday 29 may 124th 241 days day come busy day school stile show came home ate bite got dressed went back school got home 5:15 got dinner picked bud ate jussed missing johnnie worked yard till dark watched tv till late 1 tuesday may 125th 240 days come day rainy foggy a.m. got nicer afternoon sewed id shopped noble eaten lunch home ironed washed couple silk dresses blouses fixed brailed labate tails supper went herveys evening stopped pinks drop skirt made got home late
1953,1953_RedNational-0074.txt,wednesday may 126th 239 day day come rained morning nice afternoon warm sunny bormy lunch solamons harriet dorothy got home late wrote mother sewed got dressed met bud town ate dinner childs went hanna sew stolag 17 henry helene came home cup tea bath bed thursday 359th day 238 day 127th come day rained morning cleared dull cool pest day lunch school stayed visit stopped shopped groceries came home sorted clothes sewed wash ed last minute washy still wo n't refill darned thing bud called twise talked tessbud stayed town ed came home late pauline drave went bridge club
1953,1953_RedNational-0075.txt,friday may 237 day 128th come day sarto rainy went town shop after- noon belt made bought pair shoes met bud office said go johnson cocktalks stauffor got spaker 3. dinner ate took loalk hen went movies see fall madom got home fairly good time saturday 29 may 236 day 149th come day bud went office baked banana vead cut cakes sewed redd little bud worked yard awhile helped put screens washed windows hung winter clothes air took supper went foltz dees birthday n't feeling well left findlay ate bed weltys see new bany billmarilyn came home picked david went see another movie lovely night got home pretty early
1953,1953_RedNational-0076.txt,sunday day 1965 235 come mothers day—rogation sunday come day beautiful day 9 sunny weething green frech looking got around went church dinner clean bed house bud worked front lawn drove meran pick john visited folks left pinkjohn foined us ice cream sandwich john fussy way home fever good time form guess hed torm around much dropped pinkjohn bed watched t.v got bed early monday 29 may 234 day 359th day come saturday lovely day warm sunny rained little afternoon john sick leave ruth got school late chair asembly good came home early john ate good would nap 108 fever gave medicine sewed sorted clothes watched tv wrote letters till late
1953,1953_RedNational-0077.txt,tuesday 29 may 233 come 132nd hoppion day come john much better lovely a.m. warm sunny rained afternoon sewed cleaned played johnmrs shitter home shopped noble gotten lunch got chicken dinner ready clent came played bridge afterward lovely spring night lilass smells sweet tooks pretty may wednesday 232 day 133re come saturday day day chilly rainy got around earlier john went hursery school washed ironed afternoon talked tesspink budjohn slept till 6 bud school till late watched t.v wrore letter john bed fairly early considering nap turned earry
1953,1953_RedNational-0078.txt,thursday 1 day 134th 231 days ascension day come john fine agam gress 10.k worked around house sewed watched t.v got bed early friday 29 may 230 day 135th come day nice day change bud worked yard came home 5 long evening frasers came watched t.v ate pap corn played bridge
1953,1953_RedNational-0079.txt,saturday 3 may 136th 229 days day armed forces day come rainy day bud went office redd house cooked sewed played johncandy w. birthday party after- noon went noble shop foltzs came supper stayed till 200 tought play bridge pat still left sunday may 228 day 137th come mension sunday day gloomy rainy day laid around slept read paper sewed watched t.v day one came called nice restfull day
1953,1953_RedNational-0080.txt,monday 3 may 130 227 day day come rainy dull day went carnage 105th shop fostor frocks got lovely dress creamy pilk navy pring navy nylon pleated kettiroat cast much pretty visited mrs. fraser washed late john napped watched t.v kerm j.b. called talk bud may tuesday 226 day 139th come day nice day ironed noon id shopped noble awhile tried nap john luck worked outside planted flower garden hope sometthing grows john tuff fussed bed
1953,1953_RedNational-0081.txt,thursday 29 may wednesday 29 may 224 day 140th 1418 225 day come day day come hot muggy a.m. nice day sunny fair corsage almost late casy day school sewed school john napped afternoon john played afternoon outside day went sewed bud stayed aunt pinks stay town school grad drove stow senear dinner freabolin colles dinner cor load john ate supper girls real nice time got corsage rained stormed went pink stayed butdoor gill wooden john drove salad vow cooping took ruthpauline utensels book ed bus mary a. bridge betty bud home cooked stormed lightining supper went john fierse lights went frasersed admered loot played candel light got bed late got home pretty late rob took pinkbud bud bro't home new bed rained ton suit night
1953,1953_RedNational-0082.txt,friday 29 may 142nd 223 day maritime day day come rainy a.m. started raining noon walking clarks hoved lunch picked john took boode shot real good n't cry hard bud called exited duictors case guy auburn thrown court ate another lunch tried keep john quiet redd things little sewed got supper went bud got mixed wreck missed spot made hr watched t.v sewed saturday 29 may 222 day 143rd come day nice day got around pretty early sewed john played outside cleaned house john would n't nap got cleaned watched t.v went bed fairly late watched dumb movie
1953,1953_RedNational-0083.txt,sunday 29 may 14th 221 day whilsunday come day sunny nice john early got breakfast snoorked bed awhile bud worked yard john played dishes scrubled cuproards kitchen bath froors baked cake fried chicken read paper relaxed john would n't nap weltys stopped show 48 quick went ride stopped see janet fisher mother soda noble watched t.v cut pair pants john monday 29 may 145th 220 day day come monday whilsun week rainy nasty a.m turned hat muggy sunny after- noon tried nap john luck rested sewed washed called leitha seems pretty fine bud came home said catching cold worked yard awhile got siving trapere rothennergers crass back lot got bed early
1953,1953_RedNational-0084.txt,wed 219 day come tuesday whitsun week 359th day sort rainy a.m. cleared nice noon lunch harriet dorothydamons nice came home sewed linen dress johns slacks watched t.v wasted evening guess may 218 day come friday day 359th day hot visited ruth got home school fixed johns swing shopped noble went got hair cut looks pretty good sewed rest afternoon ed stopped evening bud suppering head cold
1953,1953_RedNational-0085.txt,14 thursday 29 may 217 day 148th come day sewed washed afternoon ironed got things around could pack hurry tomorrow dickie came stay evening rob bobrowed car smashed fender came stayed till late bud cold das n't feel hot sewed friday 29 may 216 day 149th come ember day day busy day school lost day seniors wait nursery school john party got home late tore get house redd everything packed packed bud town 3 hot humed john napped car stopped blyria b.g see j.b.grandma mussers got home 15 visited ate dick came went see great
1953,1953_RedNational-0086.txt,1953 saturday 29 may 359th day memorial day ember day come got early john snowed little stayed grandma got packed got john dressed left b.g john went decoration day center hot humid drove findlay got j.bs put flowers folks grave visited foltzs went back b.g ate rested visited got cleaned drove back findlay buds college reunion lasted till 10 met nice people back j.bs visited till late 1953 sunday 31 may 359th day trinity sunday come slept late hot day thank heaven mom dick bro't john picnic lunch j.bs ate left cleve 3 john slept ate nice drive back got 8 worked get housework done budpink home watched t.v snack waited till 12:30 till tiroce arrived made beds coffee visited got bed real late beat
1953,1953_RedNational-0087.txt,monday 3 jul 213 day 152nd come day school johnn tired sleepy poor little kids came home early kiracoles getting got lunch breakfast com bined nice day kids played outside time visited got things around dinner washed dried quite things loyd drove town get bud went along stopped leithas little supper visited played bridge till late tuesday 2 jue 153rd 212 day come day chr tired got morning school napped afternoon elaise alond kay left right guess came home sewed ironed redd little ed came watched coronation till late tired 1
1953,1953_RedNational-0088.txt,wednesday 2 jue 211 days come 154th day confederate memorial day tenn ky come last day kids little got things ready rested work tomorrow feel little afternoon tired half sick xmm gathered clothes redd ed things little stopped bro't bud home office watched t.v rested june 1 thursday 210 day 359th day come car christ busy day sorts paper work luncheon church teachers gave kit pin earrings came home washing got supper tore john dropped aunt went part graduation wore orched kids got came home rested felt kind droady got dressed went tudas arms dance
1953,1953_RedNational-0089.txt,friday tune 209 day 359th day come n't go school till 8:30 got work done noon went lunch dazeymiss kyanmrss whitsy harry dorothymrss schaufele cleaner n't feel good day rested afternoon j.b. called say would n't till late n't fuss supper bud helped clean porch looks pretty nice pink saturday tune 359th day 208 days come bud went office got john kids slept till post noon nice day john played outside time played bridge penochle afternoon evening party fairly good time got bed late 14
1953,1953_RedNational-0090.txt,142 sunday sune 158th 207 days day 1st sunday trinity come j.b. slept late got john sick day tumng apped watched t.v visited laid around hot hermed went weltys ice cream cake davids birthday kids decided stay monday 3 jue 159th 206 day day come still helt rotten day amuition turny upset surely must family way j.broney slept late went shopping ate breakfast sent grade cards kids managed get lunch dinner gave tone bad guess glen cameron came book wed borrowed b. left around 9 big storm hit hail ed hail big golf balls tornads hit lyonet n. baltimore went sine town cleveland pretty scared awhile bud got fixed dinder muffer
1953,1953_RedNational-0091.txt,sune tuesday 2 359th day 205 day come things cooled 's pleasant still feel rotten laid around day myers meat came wrapped 13lb pork chop took shower redd house made chapped sucy supper bud worked yard awhile john napped afternoon n't go bed till 9 watched t.v tried call j.b. luck wednesday 2 25 jan 204 days come cooler sunny john slept late played bed bud left lost breakfast ho doubt guess laid around mended little watched t.v nopped noon felt little better evening got supper washing
1953,1953_RedNational-0092.txt,thursday may day 162nd 20 day 3 saturday day come managed get everything cleaned washing felt pretty good harrget dorothy came noon nice visit door supper frasers lovery evening watched dorothyhart gur show really beat bed time friday jan 20 day 163rd come secred heart day really sick today jestorday guess made fell rest time laid around got cleaned went foltzs dinner took half frozen cake nice visit n't stay late beat got home
1953,1953_RedNational-0093.txt,saturday 3 16th 20t day day come felt rotten day tried iron clean little rested day got settled late afternoon bud shopping helped take care john david came stayed johnhenry party pretty prett time felt got got home bud head sche sunday 2 jme 20 day 105th come day 1 american fias adopted 1777—fias day bud brought breakfast bed felt pretty good went church taken members john good nursery depart ment came home rested litt budjayson dinner stopped malmsteads saw visited came home napped budmrs.m hospital see malm ulder john played watched t.v
1953,1953_RedNational-0094.txt,monday 3 jue 166th 199 day come day lovely day wrote letters laid around morning john played outside forenoon lunch went neighbor brought punctured lip scraked chin front tooth broken intoo called bud raced home helped get settled ate john slept afternoon finished bironing got supper sat outside watched john play buded thit golf valls ed came got stayed evening watched tv 2nd payment federal income tas due 1 tuesday 2 june 359th day 198 day come lovely sunny warm day still feel pretty rotten cant seem get anything done wrote letters laid around
1953,1953_RedNational-0095.txt,tune wednesday 1910 come banker hill day boston day bud steamed new car called several times talk deals came home little late made trade new chevie john went supper see corad stle felt pretty good evening watched t.v snacked bed early budj.b say goodbye june thursday 196 day 149th come day managed finish ironing felt pretty bad day lost supper gor straightifed went bridge club n't feel hot nice ime j.b. left oversion
1953,1953_RedNational-0096.txt,june friday 2 195 178th day come pretty hot day cas went shopping morning frasers home visited awhile joon watched went dr blacks got vit.b shot supposed help felt rotten rest day laid around went fairmount see moulin rouge along david baby sat got home late got night saturday 3 june 194 day 1718 come day bud woke sore throat went dr. venars got shot pills laid around day beastly hot john pool time got sun ourn felt pretty good cleaned house little
1953,1953_RedNational-0097.txt,monday sunday 2 july 29 may 1960 173rd 17the 193 day come day day fathers day—summer-3rd sunday trinity come lovely day sunny cool hot today stayed john played outside porch day felt pretty good time john played outside till 2 sewed redd things kids play john slept rest walked store noon looked like rain geraldine go chase n't went spanked made ride came home stay mutt picnic supper rob visited bud awhile watched quiet evening home t.v quiet day buds throte better
1953,1953_RedNational-0098.txt,tuesday 3 jue 174th 191 days day come lovely day felt pretty good sewed little washed put away clothes changed bed talked tess bud mowed lawn played john outside sat back yard awhile drove store clara frasers watched t.v bed early wednesday 35 175th 190 day st. john baplist come day rained a.m. hot afternoon laid around a.m. john played side day started get things around packing cleaned shoes sorted johns things ironed afternoon bud home 6 worked yard played john watched tv bed late tummy really upset
1953,1953_RedNational-0099.txt,thursday friday 2 jul 3 july 177th 188 day 189 day 359th day come come day packed cleaned house got dickes felt little fixed lunch bud pretty rotten day took came home 1:30 packed bath washed hair start ed things packing laid car dishes stopped noble pills around save john bath belle harris candy washed hair napped dr blacks shot got things ready supper budlorain stopped see marge tone brown bege chey home called a.m. home went red long hard trip home got foltzs visited drove around 8:30 ate visited got ice cream got home late went see great granny rained got bed late
1953,1953_RedNational-0100.txt,sune saturday sunday 2 3 359th day 179 187 day 186 day day 4th sunday trinity come come rained early got day early ate 2 got around early ate bre breakfasts got dressed fast twice drove mom took us town macknow city raced cate meet whils left noon noon boat henry helene missed took stopped lunch jacke speed boat across got lost outside lansing got houghton lake room ate unpacked rested 6:30 nice cabins henry bud played golf went helene ate late cocktail party met late satisfactory took people dinner went snack bar visited whil walk visited whils till late familas went back goria eds room awhile got bed late
1953,1953_RedNational-0101.txt,sune monday 185 days 359th day come st. pat beautiful day early breakfast walked around golf course bud whil foster lawr marnie henryhelene got little sunburn lunch got cought hear skiech went shopping came back went swimming cold nice tired bath another 2 cock tail parties dinner rested awhile went snack vor song g good time came henrys bud stayed awhile tuesday 2 jue 1818 184 day day come rainy nasty a.m went back bed breakfast bud went meeting went p. members luncheon carriage ride see sights island gloria went arong bud played golf kindof cold misty rested got dressed went 2 cocktail parties dinner danced awhile visited around wound snack bar got cought rain got late
1953,1953_RedNational-0102.txt,3 day wednesday 183 day 182nd come day rained a.m. cleared hot noon packed took pictures bought stuff took noon boat nice ride mackman city drove lunch saw miss henderson miss shaw b.g restaurant long hot drive n't feel well ate fackson saw cassades stopped devils lake see whils kids got home 11:30 missed pink dick beat visited mom awhile thursday 3 july 182 day 183rd come day tued sleep late luck rained turned hat humed glad see john helped mother get dinner called barb laid dinner awhile got packed cleaned went see bill wee see great granny ate bite left john woke stopped see grandpa musser left 7:30 bud catching cold bad ride home got 1:30 put john bed unpacked pair stuff bed late
1953,1953_RedNational-0103.txt,july saturday friday july 180 day 185th 191 day 359th day come independence day day come washed hair haid around half morning felt kind punk day johnbud rated could n't seem toled anything done bud came day big washing changed beds redd home rotten cold things little watched went bed real early t.v till late n't feel 195 good hot day
1953,1953_RedNational-0104.txt,53 sunday ta2 july 186th 1790 come sth sunday trinity day another scorcher humed john played outside day bud better got big dinner put away clothes n't feel good bud napped john went ride see harveys new house nice ate darry queen stopper groceries ate little put john bed watched t.v ed dropped little visit july monday 178 days 187th come day sun damp saggy day laid around a.m. wrote batch letters cought tory diary john cam- stained sore throat expect catching bud fraser kids cold h napped afternoon laid around evening
